#Position (bp)	Coverage
3860412.5	1.836938259439666
1.15812365E7	1.2208726685131017
1.93020605E7	1.2861158342684667
2.70228845E7	0.9814281480836761
3.47437085E7	1.100534606150846
4.24645325E7	1.1225892469508436
5.01853565E7	1.0253967711218388
5.79061805E7	1.1575975569446992
6.56270045E7	1.2561151504036356
7.33478285E7	1.4421013871058321
8.10686525E7	1.6201660599956689
8.87894765E7	1.4531943740719901
9.65103005E7	1.427978930746252
1.042311245E8	1.4272405380565598
1.119519485E8	1.3499495649687132
1.196727725E8	1.1786911604253638
1.273935965E8	4.451489374709228
1.351144205E8	0.0
1.428352445E8	8.10282581237443
1.505560685E8	2.1641744456291194
1.582768925E8	2.2515704282340847
1.659977165E8	2.1011915308521476
1.737185405E8	1.9935997763969235
1.814393645E8	2.0656375537118836
1.891601885E8	2.167440677316307
1.968810125E8	2.194119565476431
2.046018365E8	2.3982653923985318
2.123226605E8	2.1919402644070116
2.200434845E8	2.3016424153691366
2.277643085E8	1.9739386625054527
2.354851325E8	2.139300675679176
2.432059565E8	2.08429359353354
2.480113955E8	1.9192308791177395
2.518718075E8	2.5837174163961194
2.586476045E8	2.3019575371747885
2.663684285E8	2.2156357922418644
2.740892525E8	2.11891088308709
2.818100765E8	1.98477273928275
2.895309005E8	2.1405349998912033
2.972517245E8	2.3121818344777707
3.049725485E8	2.2795891992875372
3.126933725E8	2.119141557947701
3.204141965E8	2.012575082659571
3.281350205E8	2.1047807850561027
3.358558445E8	2.2474769532371157
3.435766685E8	1.6239780883491193
3.512974925E8	2.3374607425321443
3.590183165E8	2.16861632903431
3.667391405E8	2.0982807016453164
3.744599645E8	1.8508225287870828
3.821807885E8	2.3299399131491665
3.899016125E8	2.6565959799109526
3.976224365E8	2.4540524431071087
4.053432605E8	2.2731813340130533
4.130640845E8	2.6159558876099234
4.207849085E8	2.1950203760634874
4.285057325E8	2.602303717841515
4.362265565E8	2.1679728743978623
4.439473805E8	2.3414566890787825
4.516682045E8	2.2113113833445754
4.593890285E8	2.3856728245586223
4.671098525E8	2.4386240380560418
4.748306765E8	2.0979655798396646
4.825515005E8	2.017876718857987
4.88780932E8	2.2637517335758526
4.92641344E8	1.6336557948360342
4.979931485E8	1.2808521473873773
5.057139725E8	1.2640320515012387
5.134347965E8	1.3352087808244302
5.211556205E8	1.2913353548792201
5.288764445E8	1.308399725210677
5.365972685E8	1.2483908453294623
5.443180925E8	1.5764663201751523
5.520389165E8	1.3618556775805277
5.597597405E8	1.4528583995697868
5.674805645E8	1.749370403987968
5.752013885E8	1.5581621857977852
5.829222125E8	0.8792623688870514
5.906430365E8	1.5091505777103584
5.983638605E8	1.3849179828474267
6.060846845E8	1.5833513365930891
6.138055085E8	1.2498267024348697
6.215263325E8	1.2931387893312942
6.292471565E8	1.21509439925065
6.369679805E8	1.5217858871022056
6.446888045E8	1.388572385538124
6.524096285E8	1.3569471341400865
6.601304525E8	1.523378204191677
6.678512765E8	1.4748256144680931
6.755721005E8	1.3092609027223001
6.832929245E8	1.3858479354017137
6.882994235E8	1.0321668424822898
6.921598355E8	1.3938080369889383
6.987345725E8	1.4849557508369573
7.064553965E8	1.2707468788305496
7.141762205E8	1.3779946285526001
7.218970445E8	1.5815161697766975
7.296178685E8	1.3103290529611866
7.373386925E8	1.0459237252396894
7.450595165E8	1.2935981962547003
7.527803405E8	1.5175325846049592
7.605011645E8	1.3637631164756507
7.682219885E8	1.4434868609878946
7.759428125E8	1.4285023204777108
7.836636365E8	1.512825444538044
7.913844605E8	1.3804391862837437
7.991052845E8	1.5950399853694373
8.068261085E8	1.5648797330440378
8.145469325E8	1.4100013159217202
8.222677565E8	1.453341379106686
8.299885805E8	1.5268806800932129
8.377094045E8	1.5240141466765724
8.454302285E8	1.585256185091125
8.531510525E8	1.4979017783594082
8.608718765E8	1.5062459654565368
8.685927005E8	1.710211630261226
8.76056589E8	1.5650639042602332
8.79917001E8	1.586616096257621
8.840343485E8	1.7859544525299371
8.917551725E8	1.5108467697230243
8.994759965E8	1.4544283097244544
9.071968205E8	1.436598995133162
9.149176445E8	1.5494763253248618
9.226384685E8	1.3816346545394638
9.303592925E8	0.9035266184023881
9.380801165E8	1.491744404483252
9.458009405E8	1.3732600302765612
9.535217645E8	1.423583026889358
9.612425885E8	1.4526564781168434
9.689634125E8	1.6552576512558763
9.766842365E8	1.553087986463621
9.844050605E8	1.538891315227494
9.921258845E8	1.324779842151563
9.998467085E8	1.5065893225904385
1.0075675325E9	1.4273477804959678
1.0152883565E9	1.4839249023161258
1.0230091805E9	1.4296123056295547
1.0307300045E9	1.149258162082182
1.0384508285E9	1.30224856828753
1.0461716525E9	1.5994190516452649
1.0538924765E9	1.071849714486433
1.0594756065E9	1.1712465418019664
1.0633360185E9	0.8872977142659333
1.0693341245E9	0.7550332710601874
1.0770549485E9	0.72161688959624
1.0847757725E9	1.7270266748730447
1.0924965965E9	2.0148195322157325
1.1002174205E9	1.9632585848349866
1.1079382445E9	2.298875482720497
1.1156590685E9	2.4792659436350317
1.1233798925E9	1.5688025008729638
1.1311007165E9	2.2324662497163517
1.1388215405E9	1.972545805991692
1.1465423645E9	1.947631107767772
1.1542631885E9	2.4032651178164404
1.1619840125E9	2.3474481480215066
1.1697048365E9	2.114046117357422
